instant,dteday,season,year,month,hour,holiday,weekday,weather,temperature,feeling_temperature,humidity,wind_speed,casual,registered,total_rent,day_category,humidity_category
219,2011-01-10,Spring,2011,January,9,No,Monday,Mist,0.14,0.1212,50.0,0.2537,2,92,94,Weekday,Normal
220,2011-01-10,Spring,2011,January,10,No,Monday,Mist,0.14,0.1212,50.0,0.2985,0,31,31,Weekday,Normal
221,2011-01-10,Spring,2011,January,11,No,Monday,Mist,0.16,0.1364,47.0,0.2836,2,28,30,Weekday,Normal
222,2011-01-10,Spring,2011,January,12,No,Monday,Mist,0.2,0.1818,40.0,0.2836,5,47,52,Weekday,Normal
223,2011-01-10,Spring,2011,January,13,No,Monday,Mist,0.2,0.1818,40.0,0.2836,4,50,54,Weekday,Normal
224,2011-01-10,Spring,2011,January,14,No,Monday,Mist,0.2,0.197,40.0,0.2239,0,47,47,Weekday,Normal
225,2011-01-10,Spring,2011,January,15,No,Monday,Mist,0.2,0.197,40.0,0.2239,2,43,45,Weekday,Normal
226,2011-01-10,Spring,2011,January,16,No,Monday,Clear,0.2,0.2121,40.0,0.1343,4,70,74,Weekday,Normal
227,2011-01-10,Spring,2011,January,17,No,Monday,Clear,0.2,0.2273,40.0,0.1045,4,174,178,Weekday,Normal
228,2011-01-10,Spring,2011,January,18,No,Monday,Clear,0.2,0.197,40.0,0.2239,1,154,155,Weekday,Normal
229,2011-01-10,Spring,2011,January,19,No,Monday,Clear,0.16,0.1667,47.0,0.1642,3,92,95,Weekday,Normal
230,2011-01-10,Spring,2011,January,20,No,Monday,Clear,0.16,0.1667,50.0,0.1642,1,73,74,Weekday,Normal
231,2011-01-10,Spring,2011,January,21,No,Monday,Clear,0.14,0.1364,59.0,0.194,1,37,38,Weekday,Normal
232,2011-01-10,Spring,2011,January,22,No,Monday,Clear,0.14,0.1515,59.0,0.1642,2,22,24,Weekday,Normal
233,2011-01-10,Spring,2011,January,23,No,Monday,Clear,0.14,0.1515,59.0,0.1642,0,18,18,Weekday,Normal
234,2011-01-11,Spring,2011,January,0,No,Tuesday,Clear,0.14,0.1667,59.0,0.1045,2,10,12,Weekday,Normal
235,2011-01-11,Spring,2011,January,1,No,Tuesday,Clear,0.14,0.1515,59.0,0.1642,0,3,3,Weekday,Normal
236,2011-01-11,Spring,2011,January,2,No,Tuesday,Mist,0.16,0.1515,55.00000000000001,0.194,0,3,3,Weekday,Normal
237,2011-01-11,Spring,2011,January,5,No,Tuesday,Mist,0.16,0.1818,55.00000000000001,0.1343,0,6,6,Weekday,Normal
238,2011-01-11,Spring,2011,January,6,No,Tuesday,Mist,0.16,0.1818,55.00000000000001,0.1343,0,27,27,Weekday,Normal
239,2011-01-11,Spring,2011,January,7,No,Tuesday,Mist,0.16,0.2273,55.00000000000001,0.0,2,97,99,Weekday,Normal
240,2011-01-11,Spring,2011,January,8,No,Tuesday,Mist,0.18,0.2121,51.0,0.0896,3,214,217,Weekday,Normal
241,2011-01-11,Spring,2011,January,9,No,Tuesday,Mist,0.18,0.197,51.0,0.1642,3,127,130,Weekday,Normal
242,2011-01-11,Spring,2011,January,10,No,Tuesday,Mist,0.2,0.2121,51.0,0.1642,3,51,54,Weekday,Normal
243,2011-01-11,Spring,2011,January,11,No,Tuesday,Mist,0.2,0.2121,47.0,0.1343,4,31,35,Weekday,Normal
244,2011-01-11,Spring,2011,January,12,No,Tuesday,Mist,0.2,0.2273,51.0,0.1045,2,55,57,Weekday,Normal
245,2011-01-11,Spring,2011,January,13,No,Tuesday,Mist,0.2,0.2273,59.0,0.0896,6,46,52,Weekday,Normal
246,2011-01-11,Spring,2011,January,14,No,Tuesday,Mist,0.2,0.2273,59.0,0.0896,3,60,63,Weekday,Normal
247,2011-01-11,Spring,2011,January,15,No,Tuesday,Mist,0.16,0.197,80.0,0.0896,2,45,47,Weekday,High
248,2011-01-11,Spring,2011,January,16,No,Tuesday,Mist,0.16,0.1515,86.0,0.2239,4,72,76,Weekday,High
249,2011-01-11,Spring,2011,January,17,No,Tuesday,Mist,0.16,0.1515,86.0,0.2239,6,130,136,Weekday,High
250,2011-01-11,Spring,2011,January,18,No,Tuesday,Light Rain,0.16,0.1818,93.0,0.1045,1,94,95,Weekday,High
251,2011-01-11,Spring,2011,January,19,No,Tuesday,Light Rain,0.16,0.2273,93.0,0.0,0,51,51,Weekday,High
252,2011-01-11,Spring,2011,January,20,No,Tuesday,Light Rain,0.16,0.1515,93.0,0.194,0,32,32,Weekday,High
253,2011-01-11,Spring,2011,January,21,No,Tuesday,Light Rain,0.16,0.197,86.0,0.0896,0,20,20,Weekday,High
254,2011-01-11,Spring,2011,January,22,No,Tuesday,Light Rain,0.16,0.1818,93.0,0.1045,1,28,29,Weekday,High
255,2011-01-11,Spring,2011,January,23,No,Tuesday,Light Rain,0.16,0.197,93.0,0.0896,1,18,19,Weekday,High
256,2011-01-12,Spring,2011,January,0,No,Wednesday,Mist,0.16,0.197,86.0,0.0896,0,7,7,Weekday,High
257,2011-01-12,Spring,2011,January,1,No,Wednesday,Mist,0.16,0.1818,86.0,0.1045,0,6,6,Weekday,High
258,2011-01-12,Spring,2011,January,2,No,Wednesday,Clear,0.14,0.1515,86.0,0.1343,0,1,1,Weekday,High
259,2011-01-12,Spring,2011,January,5,No,Wednesday,Clear,0.14,0.1515,86.0,0.1642,0,5,5,Weekday,High
260,2011-01-12,Spring,2011,January,6,No,Wednesday,Clear,0.12,0.1515,93.0,0.1343,0,16,16,Weekday,High
261,2011-01-12,Spring,2011,January,7,No,Wednesday,Clear,0.14,0.1515,69.0,0.1343,0,54,54,Weekday,High
262,2011-01-12,Spring,2011,January,8,No,Wednesday,Clear,0.16,0.1667,59.0,0.1642,3,125,128,Weekday,Normal
263,2011-01-12,Spring,2011,January,9,No,Wednesday,Clear,0.16,0.1364,59.0,0.3284,3,78,81,Weekday,Normal
264,2011-01-12,Spring,2011,January,10,No,Wednesday,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,Weekday,Normal
265,2011-01-12,Spring,2011,January,11,No,Wednesday,Clear,0.2,0.1818,51.0,0.3881,3,32,35,Weekday,Normal
266,2011-01-12,Spring,2011,January,12,No,Wednesday,Clear,0.2,0.1515,47.0,0.5821,3,52,55,Weekday,Normal
267,2011-01-12,Spring,2011,January,13,No,Wednesday,Clear,0.22,0.197,44.0,0.3582,0,49,49,Weekday,Normal
268,2011-01-12,Spring,2011,January,14,No,Wednesday,Clear,0.2,0.1818,47.0,0.3284,0,44,44,Weekday,Normal
269,2011-01-12,Spring,2011,January,15,No,Wednesday,Clear,0.2,0.1667,47.0,0.4179,1,48,49,Weekday,Normal
270,2011-01-12,Spring,2011,January,16,No,Wednesday,Clear,0.22,0.197,44.0,0.3284,5,63,68,Weekday,Normal
271,2011-01-12,Spring,2011,January,17,No,Wednesday,Clear,0.2,0.1818,47.0,0.3582,0,139,139,Weekday,Normal
272,2011-01-12,Spring,2011,January,18,No,Wednesday,Clear,0.2,0.1515,47.0,0.5224,2,135,137,Weekday,Normal
273,2011-01-12,Spring,2011,January,19,No,Wednesday,Clear,0.18,0.1515,47.0,0.4179,1,82,83,Weekday,Normal
274,2011-01-12,Spring,2011,January,20,No,Wednesday,Clear,0.16,0.1364,50.0,0.3284,2,54,56,Weekday,Normal
275,2011-01-12,Spring,2011,January,21,No,Wednesday,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,Weekday,Normal
276,2011-01-12,Spring,2011,January,22,No,Wednesday,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,Weekday,Normal
277,2011-01-12,Spring,2011,January,23,No,Wednesday,Clear,0.14,0.1061,59.0,0.4179,1,19,20,Weekday,Normal
278,2011-01-13,Spring,2011,January,0,No,Thursday,Clear,0.14,0.1212,59.0,0.2836,1,6,7,Weekday,Normal
279,2011-01-13,Spring,2011,January,1,No,Thursday,Clear,0.14,0.1212,50.0,0.2836,0,2,2,Weekday,Normal
280,2011-01-13,Spring,2011,January,2,No,Thursday,Clear,0.14,0.1212,50.0,0.3582,0,2,2,Weekday,Normal
281,2011-01-13,Spring,2011,January,3,No,Thursday,Clear,0.14,0.1212,50.0,0.3284,0,3,3,Weekday,Normal
282,2011-01-13,Spring,2011,January,4,No,Thursday,Clear,0.14,0.1212,50.0,0.2537,0,4,4,Weekday,Normal
283,2011-01-13,Spring,2011,January,5,No,Thursday,Clear,0.14,0.1212,50.0,0.2985,0,3,3,Weekday,Normal
284,2011-01-13,Spring,2011,January,6,No,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,28,28,Weekday,Normal
285,2011-01-13,Spring,2011,January,7,No,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,72,72,Weekday,Normal
286,2011-01-13,Spring,2011,January,8,No,Thursday,Clear,0.14,0.1364,50.0,0.194,5,197,202,Weekday,Normal
287,2011-01-13,Spring,2011,January,9,No,Thursday,Clear,0.14,0.1212,50.0,0.3284,2,137,139,Weekday,Normal
288,2011-01-13,Spring,2011,January,10,No,Thursday,Mist,0.16,0.1364,50.0,0.3582,2,36,38,Weekday,Normal
289,2011-01-13,Spring,2011,January,11,No,Thursday,Mist,0.2,0.1667,44.0,0.4478,4,33,37,Weekday,Normal
290,2011-01-13,Spring,2011,January,12,No,Thursday,Clear,0.2,0.1667,44.0,0.4179,3,49,52,Weekday,Normal
291,2011-01-13,Spring,2011,January,13,No,Thursday,Clear,0.22,0.197,41.0,0.4478,2,81,83,Weekday,Normal
292,2011-01-13,Spring,2011,January,14,No,Thursday,Clear,0.22,0.197,41.0,0.3881,3,39,42,Weekday,Normal
293,2011-01-13,Spring,2011,January,15,No,Thursday,Clear,0.24,0.2121,38.0,0.2985,5,55,60,Weekday,Normal
294,2011-01-13,Spring,2011,January,16,No,Thursday,Clear,0.24,0.2121,38.0,0.3582,2,76,78,Weekday,Normal
295,2011-01-13,Spring,2011,January,17,No,Thursday,Clear,0.2,0.1818,40.0,0.2836,4,158,162,Weekday,Normal
296,2011-01-13,Spring,2011,January,18,No,Thursday,Clear,0.2,0.1818,40.0,0.3284,3,141,144,Weekday,Normal
297,2011-01-13,Spring,2011,January,19,No,Thursday,Clear,0.16,0.1515,47.0,0.2537,1,98,99,Weekday,Normal
298,2011-01-13,Spring,2011,January,20,No,Thursday,Clear,0.16,0.1515,47.0,0.2239,0,64,64,Weekday,Normal
299,2011-01-13,Spring,2011,January,21,No,Thursday,Clear,0.14,0.1212,46.0,0.2985,0,40,40,Weekday,Normal
300,2011-01-13,Spring,2011,January,22,No,Thursday,Clear,0.14,0.1212,46.0,0.3284,0,30,30,Weekday,Normal
301,2011-01-13,Spring,2011,January,23,No,Thursday,Clear,0.12,0.1364,50.0,0.194,1,14,15,Weekday,Normal
302,2011-01-14,Spring,2011,January,0,No,Friday,Clear,0.12,0.1364,50.0,0.194,0,14,14,Weekday,Normal
303,2011-01-14,Spring,2011,January,1,No,Friday,Clear,0.1,0.1212,54.0,0.1642,0,5,5,Weekday,Normal
304,2011-01-14,Spring,2011,January,2,No,Friday,Clear,0.1,0.1212,54.0,0.1343,0,1,1,Weekday,Normal
305,2011-01-14,Spring,2011,January,3,No,Friday,Clear,0.1,0.1364,54.0,0.1045,0,1,1,Weekday,Normal
306,2011-01-14,Spring,2011,January,5,No,Friday,Clear,0.1,0.1364,54.0,0.0896,0,8,8,Weekday,Normal
307,2011-01-14,Spring,2011,January,6,No,Friday,Clear,0.1,0.1818,54.0,0.0,0,17,17,Weekday,Normal
308,2011-01-14,Spring,2011,January,7,No,Friday,Clear,0.1,0.1212,74.0,0.1642,0,70,70,Weekday,High
309,2011-01-14,Spring,2011,January,8,No,Friday,Clear,0.12,0.1667,68.0,0.0,2,156,158,Weekday,High
310,2011-01-14,Spring,2011,January,9,No,Friday,Clear,0.14,0.1515,69.0,0.1343,0,117,117,Weekday,High
311,2011-01-14,Spring,2011,January,10,No,Friday,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,Weekday,Normal
312,2011-01-14,Spring,2011,January,11,No,Friday,Clear,0.18,0.1667,51.0,0.2836,6,47,53,Weekday,Normal
313,2011-01-14,Spring,2011,January,12,No,Friday,Clear,0.2,0.197,44.0,0.2537,2,59,61,Weekday,Normal
314,2011-01-14,Spring,2011,January,13,No,Friday,Clear,0.22,0.197,37.0,0.3881,4,73,77,Weekday,Normal
315,2011-01-14,Spring,2011,January,14,No,Friday,Clear,0.22,0.2121,41.0,0.2836,5,59,64,Weekday,Normal
316,2011-01-14,Spring,2011,January,15,No,Friday,Clear,0.24,0.2424,38.0,0.1642,9,59,68,Weekday,Normal
317,2011-01-14,Spring,2011,January,16,No,Friday,Clear,0.22,0.2424,41.0,0.1045,3,87,90,Weekday,Normal
318,2011-01-14,Spring,2011,January,17,No,Friday,Clear,0.22,0.2273,41.0,0.1642,4,155,159,Weekday,Normal
319,2011-01-14,Spring,2011,January,18,No,Friday,Clear,0.2,0.2576,47.0,0.0,5,134,139,Weekday,Normal
320,2011-01-14,Spring,2011,January,19,No,Friday,Clear,0.16,0.197,59.0,0.0896,3,89,92,Weekday,Normal
321,2011-01-14,Spring,2011,January,20,No,Friday,Clear,0.18,0.2424,59.0,0.0,0,68,68,Weekday,Normal
322,2011-01-14,Spring,2011,January,21,No,Friday,Clear,0.16,0.2273,69.0,0.0,4,48,52,Weekday,High
323,2011-01-14,Spring,2011,January,22,No,Friday,Mist,0.16,0.2273,69.0,0.0,2,34,36,Weekday,High
324,2011-01-14,Spring,2011,January,23,No,Friday,Mist,0.18,0.2424,55.00000000000001,0.0,1,26,27,Weekday,Normal
325,2011-01-15,Spring,2011,January,0,No,Saturday,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,Weekend,Normal
326,2011-01-15,Spring,2011,January,1,No,Saturday,Mist,0.16,0.197,59.0,0.0896,2,18,20,Weekend,Normal
327,2011-01-15,Spring,2011,January,2,No,Saturday,Mist,0.16,0.197,59.0,0.0896,0,12,12,Weekend,Normal
328,2011-01-15,Spring,2011,January,3,No,Saturday,Mist,0.16,0.2273,59.0,0.0,1,7,8,Weekend,Normal
329,2011-01-15,Spring,2011,January,4,No,Saturday,Mist,0.16,0.2273,59.0,0.0,0,5,5,Weekend,Normal
330,2011-01-15,Spring,2011,January,5,No,Saturday,Clear,0.16,0.2273,59.0,0.0,0,1,1,Weekend,Normal
331,2011-01-15,Spring,2011,January,6,No,Saturday,Clear,0.14,0.1667,63.0,0.1045,1,2,3,Weekend,High
332,2011-01-15,Spring,2011,January,7,No,Saturday,Clear,0.14,0.2121,63.0,0.0,1,9,10,Weekend,High
333,2011-01-15,Spring,2011,January,8,No,Saturday,Clear,0.14,0.1515,63.0,0.1343,1,22,23,Weekend,High
334,2011-01-15,Spring,2011,January,9,No,Saturday,Clear,0.16,0.1818,64.0,0.1343,2,31,33,Weekend,High
335,2011-01-15,Spring,2011,January,10,No,Saturday,Clear,0.18,0.197,59.0,0.1642,2,57,59,Weekend,Normal
336,2011-01-15,Spring,2011,January,11,No,Saturday,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,Weekend,Normal
337,2011-01-15,Spring,2011,January,12,No,Saturday,Clear,0.24,0.2273,48.0,0.2239,15,74,89,Weekend,Normal
338,2011-01-15,Spring,2011,January,13,No,Saturday,Clear,0.28,0.2576,38.0,0.2985,21,80,101,Weekend,Normal
339,2011-01-15,Spring,2011,January,14,No,Saturday,Clear,0.3,0.2879,39.0,0.2836,26,92,118,Weekend,Normal
340,2011-01-15,Spring,2011,January,15,No,Saturday,Mist,0.32,0.3182,36.0,0.194,21,108,129,Weekend,Normal
341,2011-01-15,Spring,2011,January,16,No,Saturday,Mist,0.34,0.3333,34.0,0.194,33,95,128,Weekend,Normal
342,2011-01-15,Spring,2011,January,17,No,Saturday,Mist,0.32,0.303,36.0,0.2836,29,54,83,Weekend,Normal
343,2011-01-15,Spring,2011,January,18,No,Saturday,Mist,0.3,0.2879,45.0,0.2537,15,69,84,Weekend,Normal
344,2011-01-15,Spring,2011,January,19,No,Saturday,Mist,0.32,0.303,39.0,0.2537,14,60,74,Weekend,Normal
345,2011-01-15,Spring,2011,January,20,No,Saturday,Mist,0.32,0.303,39.0,0.2537,6,35,41,Weekend,Normal
346,2011-01-15,Spring,2011,January,21,No,Saturday,Mist,0.32,0.303,39.0,0.2239,6,51,57,Weekend,Normal
347,2011-01-15,Spring,2011,January,22,No,Saturday,Mist,0.3,0.3182,42.0,0.1045,0,26,26,Weekend,Normal
348,2011-01-15,Spring,2011,January,23,No,Saturday,Clear,0.3,0.2879,45.0,0.2836,5,39,44,Weekend,Normal
349,2011-01-16,Spring,2011,January,0,No,Sunday,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,Weekend,Normal
350,2011-01-16,Spring,2011,January,1,No,Sunday,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,Weekend,Normal
351,2011-01-16,Spring,2011,January,2,No,Sunday,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,Weekend,Normal
352,2011-01-16,Spring,2011,January,3,No,Sunday,Clear,0.22,0.2727,69.0,0.0,9,6,15,Weekend,High
353,2011-01-16,Spring,2011,January,4,No,Sunday,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Normal
354,2011-01-16,Spring,2011,January,5,No,Sunday,Mist,0.26,0.2576,56.00000000000001,0.1642,1,1,2,Weekend,Normal
355,2011-01-16,Spring,2011,January,6,No,Sunday,Mist,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Normal
356,2011-01-16,Spring,2011,January,7,No,Sunday,Mist,0.24,0.2121,56.00000000000001,0.2985,0,3,3,Weekend,Normal
357,2011-01-16,Spring,2011,January,8,No,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,Weekend,Normal
358,2011-01-16,Spring,2011,January,9,No,Sunday,Clear,0.22,0.2121,51.0,0.2537,3,29,32,Weekend,Normal
359,2011-01-16,Spring,2011,January,10,No,Sunday,Clear,0.22,0.2121,51.0,0.2836,8,71,79,Weekend,Normal
360,2011-01-16,Spring,2011,January,11,No,Sunday,Clear,0.24,0.2273,44.0,0.2537,23,70,93,Weekend,Normal
361,2011-01-16,Spring,2011,January,12,No,Sunday,Clear,0.24,0.2121,41.0,0.2836,29,75,104,Weekend,Normal
362,2011-01-16,Spring,2011,January,13,No,Sunday,Clear,0.26,0.2273,35.0,0.2985,23,95,118,Weekend,Normal
363,2011-01-16,Spring,2011,January,14,No,Sunday,Clear,0.28,0.2727,36.0,0.2537,22,69,91,Weekend,Normal
364,2011-01-16,Spring,2011,January,15,No,Sunday,Clear,0.26,0.2424,38.0,0.2537,35,78,113,Weekend,Normal
365,2011-01-16,Spring,2011,January,16,No,Sunday,Clear,0.24,0.2273,38.0,0.2239,22,77,99,Weekend,Normal
366,2011-01-16,Spring,2011,January,17,No,Sunday,Clear,0.22,0.2121,37.0,0.2537,23,82,105,Weekend,Normal
367,2011-01-16,Spring,2011,January,18,No,Sunday,Clear,0.2,0.2121,40.0,0.1642,11,56,67,Weekend,Normal
368,2011-01-16,Spring,2011,January,19,No,Sunday,Clear,0.18,0.197,47.0,0.1343,14,47,61,Weekend,Normal
369,2011-01-16,Spring,2011,January,20,No,Sunday,Clear,0.18,0.197,47.0,0.1642,7,50,57,Weekend,Normal
370,2011-01-16,Spring,2011,January,21,No,Sunday,Clear,0.18,0.197,51.0,0.1642,6,22,28,Weekend,Normal
371,2011-01-16,Spring,2011,January,22,No,Sunday,Mist,0.2,0.2121,49.0,0.1343,2,19,21,Weekend,Normal
372,2011-01-16,Spring,2011,January,23,No,Sunday,Mist,0.2,0.2273,40.0,0.1045,0,18,18,Weekend,Normal
373,2011-01-17,Spring,2011,January,0,Yes,Monday,Mist,0.2,0.197,47.0,0.2239,1,16,17,Weekday,Normal
374,2011-01-17,Spring,2011,January,1,Yes,Monday,Mist,0.2,0.197,44.0,0.194,1,15,16,Weekday,Normal
375,2011-01-17,Spring,2011,January,2,Yes,Monday,Mist,0.18,0.1667,43.0,0.2537,0,8,8,Weekday,Normal
376,2011-01-17,Spring,2011,January,3,Yes,Monday,Mist,0.18,0.1818,43.0,0.194,0,2,2,Weekday,Normal
377,2011-01-17,Spring,2011,January,4,Yes,Monday,Mist,0.18,0.197,43.0,0.1343,1,2,3,Weekday,Normal
378,2011-01-17,Spring,2011,January,5,Yes,Monday,Mist,0.18,0.197,43.0,0.1642,0,1,1,Weekday,Normal
379,2011-01-17,Spring,2011,January,6,Yes,Monday,Mist,0.18,0.1818,43.0,0.194,0,5,5,Weekday,Normal
380,2011-01-17,Spring,2011,January,7,Yes,Monday,Mist,0.16,0.1818,50.0,0.1343,4,9,13,Weekday,Normal
381,2011-01-17,Spring,2011,January,8,Yes,Monday,Mist,0.16,0.1515,47.0,0.2239,3,30,33,Weekday,Normal
382,2011-01-17,Spring,2011,January,9,Yes,Monday,Mist,0.16,0.1515,47.0,0.2239,8,39,47,Weekday,Normal
383,2011-01-17,Spring,2011,January,10,Yes,Monday,Mist,0.16,0.1515,50.0,0.2537,7,50,57,Weekday,Normal
384,2011-01-17,Spring,2011,January,11,Yes,Monday,Mist,0.16,0.1515,55.00000000000001,0.194,9,55,64,Weekday,Normal
385,2011-01-17,Spring,2011,January,12,Yes,Monday,Mist,0.18,0.197,47.0,0.1343,10,70,80,Weekday,Normal
386,2011-01-17,Spring,2011,January,13,Yes,Monday,Mist,0.18,0.197,47.0,0.1343,13,80,93,Weekday,Normal
387,2011-01-17,Spring,2011,January,14,Yes,Monday,Mist,0.18,0.2121,43.0,0.1045,12,74,86,Weekday,Normal
388,2011-01-17,Spring,2011,January,15,Yes,Monday,Mist,0.2,0.2121,47.0,0.1642,21,72,93,Weekday,Normal
389,2011-01-17,Spring,2011,January,16,Yes,Monday,Mist,0.2,0.2121,47.0,0.1642,6,76,82,Weekday,Normal
390,2011-01-17,Spring,2011,January,17,Yes,Monday,Clear,0.2,0.197,51.0,0.194,4,67,71,Weekday,Normal
391,2011-01-17,Spring,2011,January,18,Yes,Monday,Mist,0.18,0.1667,55.00000000000001,0.2537,7,85,92,Weekday,Normal
392,2011-01-17,Spring,2011,January,19,Yes,Monday,Light Rain,0.18,0.1818,59.0,0.194,2,58,60,Weekday,Normal
393,2011-01-17,Spring,2011,January,20,Yes,Monday,Light Rain,0.16,0.1515,80.0,0.194,4,29,33,Weekday,High
394,2011-01-17,Spring,2011,January,21,Yes,Monday,Light Rain,0.16,0.1515,80.0,0.194,3,24,27,Weekday,High
395,2011-01-17,Spring,2011,January,22,Yes,Monday,Light Rain,0.14,0.1212,93.0,0.2537,0,13,13,Weekday,High
396,2011-01-17,Spring,2011,January,23,Yes,Monday,Light Rain,0.16,0.1364,86.0,0.2836,1,3,4,Weekday,High
397,2011-01-18,Spring,2011,January,12,No,Tuesday,Mist,0.2,0.1818,86.0,0.3284,0,3,3,Weekday,High
398,2011-01-18,Spring,2011,January,13,No,Tuesday,Mist,0.2,0.197,86.0,0.2239,0,22,22,Weekday,High
399,2011-01-18,Spring,2011,January,14,No,Tuesday,Mist,0.22,0.2273,80.0,0.1642,2,26,28,Weekday,High
400,2011-01-18,Spring,2011,January,15,No,Tuesday,Mist,0.22,0.2273,87.0,0.1642,3,32,35,Weekday,High
401,2011-01-18,Spring,2011,January,16,No,Tuesday,Mist,0.22,0.2273,87.0,0.194,0,61,61,Weekday,High
402,2011-01-18,Spring,2011,January,17,No,Tuesday,Mist,0.22,0.2273,82.0,0.194,1,124,125,Weekday,High
403,2011-01-18,Spring,2011,January,18,No,Tuesday,Mist,0.22,0.2273,80.0,0.1642,1,132,133,Weekday,High
404,2011-01-18,Spring,2011,January,19,No,Tuesday,Mist,0.22,0.2273,80.0,0.1343,1,98,99,Weekday,High
405,2011-01-18,Spring,2011,January,20,No,Tuesday,Mist,0.22,0.2727,87.0,0.0,0,83,83,Weekday,High
406,2011-01-18,Spring,2011,January,21,No,Tuesday,Mist,0.22,0.2424,93.0,0.1045,0,41,41,Weekday,High
407,2011-01-18,Spring,2011,January,22,No,Tuesday,Mist,0.22,0.2576,93.0,0.0896,0,33,33,Weekday,High
408,2011-01-18,Spring,2011,January,23,No,Tuesday,Mist,0.22,0.2727,93.0,0.0,1,19,20,Weekday,High
409,2011-01-19,Spring,2011,January,0,No,Wednesday,Mist,0.22,0.2727,93.0,0.0,0,3,3,Weekday,High
410,2011-01-19,Spring,2011,January,1,No,Wednesday,Light Rain,0.22,0.2273,93.0,0.1343,1,6,7,Weekday,High
411,2011-01-19,Spring,2011,January,2,No,Wednesday,Light Rain,0.22,0.2273,93.0,0.1343,0,3,3,Weekday,High
412,2011-01-19,Spring,2011,January,4,No,Wednesday,Light Rain,0.22,0.2273,93.0,0.1343,1,1,2,Weekday,High
413,2011-01-19,Spring,2011,January,5,No,Wednesday,Mist,0.22,0.2576,93.0,0.0896,0,7,7,Weekday,High
414,2011-01-19,Spring,2011,January,6,No,Wednesday,Mist,0.22,0.2576,93.0,0.0896,0,32,32,Weekday,High
415,2011-01-19,Spring,2011,January,7,No,Wednesday,Mist,0.24,0.2576,92.0,0.1045,1,89,90,Weekday,High
416,2011-01-19,Spring,2011,January,8,No,Wednesday,Mist,0.24,0.2576,93.0,0.1045,1,196,197,Weekday,High
417,2011-01-19,Spring,2011,January,9,No,Wednesday,Mist,0.24,0.2576,93.0,0.1045,2,107,109,Weekday,High
418,2011-01-19,Spring,2011,January,10,No,Wednesday,Mist,0.26,0.2727,93.0,0.1343,1,46,47,Weekday,High
419,2011-01-19,Spring,2011,January,11,No,Wednesday,Mist,0.28,0.303,87.0,0.0896,5,47,52,Weekday,High
420,2011-01-19,Spring,2011,January,12,No,Wednesday,Mist,0.3,0.3182,81.0,0.0896,5,65,70,Weekday,High
421,2011-01-19,Spring,2011,January,13,No,Wednesday,Clear,0.4,0.4091,62.0,0.2836,11,67,78,Weekday,High
422,2011-01-19,Spring,2011,January,14,No,Wednesday,Clear,0.4,0.4091,57.99999999999999,0.2537,7,68,75,Weekday,Normal
423,2011-01-19,Spring,2011,January,15,No,Wednesday,Clear,0.4,0.4091,54.0,0.2836,4,78,82,Weekday,Normal
424,2011-01-19,Spring,2011,January,16,No,Wednesday,Clear,0.38,0.3939,57.99999999999999,0.3881,10,94,104,Weekday,Normal
425,2011-01-19,Spring,2011,January,17,No,Wednesday,Clear,0.36,0.3333,56.99999999999999,0.3284,7,190,197,Weekday,Normal
426,2011-01-19,Spring,2011,January,18,No,Wednesday,Clear,0.34,0.3182,61.0,0.2836,5,156,161,Weekday,High
427,2011-01-19,Spring,2011,January,19,No,Wednesday,Clear,0.32,0.2879,56.99999999999999,0.4179,4,108,112,Weekday,Normal
428,2011-01-19,Spring,2011,January,20,No,Wednesday,Clear,0.32,0.303,49.0,0.2985,2,74,76,Weekday,Normal
429,2011-01-19,Spring,2011,January,21,No,Wednesday,Clear,0.32,0.2879,49.0,0.4179,4,55,59,Weekday,Normal
430,2011-01-19,Spring,2011,January,22,No,Wednesday,Clear,0.3,0.303,52.0,0.1642,6,53,59,Weekday,Normal
431,2011-01-19,Spring,2011,January,23,No,Wednesday,Clear,0.3,0.2727,52.0,0.4627,1,27,28,Weekday,Normal
432,2011-01-20,Spring,2011,January,0,No,Thursday,Clear,0.26,0.2273,56.00000000000001,0.3881,5,8,13,Weekday,Normal
433,2011-01-20,Spring,2011,January,1,No,Thursday,Clear,0.26,0.2727,56.00000000000001,0.0,2,3,5,Weekday,Normal
434,2011-01-20,Spring,2011,January,2,No,Thursday,Clear,0.26,0.2727,56.00000000000001,0.0,0,2,2,Weekday,Normal
435,2011-01-20,Spring,2011,January,3,No,Thursday,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekday,Normal
